material_id,name,phase,category,subcategory,description,specifications,unit,usage_type,usage_ratio,quality_grade,brand,notes,functional_tag,synonyms,room_type,finishing_tier_min
M0420,PPRC fitting Tee 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; tee,general,economy
M0421,PPRC fitting Socket 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; socket,general,economy
M0422,PPRC fitting Union 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; union,general,economy
M0423,PPRC fitting Reducer 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; reducer,general,economy
M0424,PPRC fitting End cap 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; cap,general,economy
M0425,PPRC fitting Male threaded adapter 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; mta,general,economy
M0426,PPRC fitting Female threaded adapter 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; fta,general,economy
M0427,PPRC fitting Ball valve 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.004,standard,,,plumbing,pprc; fitting; valve,general,economy
M0428,PPRC fitting Gate valve 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.004,standard,,,plumbing,pprc; fitting; valve,general,economy
M0429,PPRC fitting Check valve 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 1.5 in,pcs,per_sqft,0.004,standard,,,plumbing,pprc; fitting; valve,general,economy
M0430,PPRC fitting Elbow 90° 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; elbow,general,economy
M0431,PPRC fitting Elbow 45° 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; elbow,general,economy
M0432,PPRC fitting Tee 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; tee,general,economy
M0433,PPRC fitting Socket 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; socket,general,economy
M0434,PPRC fitting Union 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; union,general,economy
M0435,PPRC fitting Reducer 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; reducer,general,economy
M0436,PPRC fitting End cap 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; cap,general,economy
M0437,PPRC fitting Male threaded adapter 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; mta,general,economy
M0438,PPRC fitting Female threaded adapter 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.03,standard,,,plumbing,pprc; fitting; fta,general,economy
M0439,PPRC fitting Ball valve 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.004,standard,,,plumbing,pprc; fitting; valve,general,economy
M0440,PPRC fitting Gate valve 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.004,standard,,,plumbing,pprc; fitting; valve,general,economy
M0441,PPRC fitting Check valve 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PPRC fitting used in hot/cold distribution networks.,PN20; 2 in,pcs,per_sqft,0.004,standard,,,plumbing,pprc; fitting; valve,general,economy
M0442,UPVC sewer fitting Bend 45° 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0443,UPVC sewer fitting Bend 90° 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0444,UPVC sewer fitting Tee 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; tee,general,economy
M0445,UPVC sewer fitting Y-tee 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; ytee,general,economy
M0446,UPVC sewer fitting Coupler 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; coupler,general,economy
M0447,UPVC sewer fitting Reducer 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; reducer,general,economy
M0448,UPVC sewer fitting End cap 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cap,general,economy
M0449,UPVC sewer fitting Cleanout 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cleanout,general,economy
M0450,UPVC sewer fitting Bend 45° 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0451,UPVC sewer fitting Bend 90° 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0452,UPVC sewer fitting Tee 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; tee,general,economy
M0453,UPVC sewer fitting Y-tee 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; ytee,general,economy
M0454,UPVC sewer fitting Coupler 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; coupler,general,economy
M0455,UPVC sewer fitting Reducer 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; reducer,general,economy
M0456,UPVC sewer fitting End cap 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cap,general,economy
M0457,UPVC sewer fitting Cleanout 2 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cleanout,general,economy
M0458,UPVC sewer fitting Bend 45° 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0459,UPVC sewer fitting Bend 90° 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0460,UPVC sewer fitting Tee 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; tee,general,economy
M0461,UPVC sewer fitting Y-tee 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; ytee,general,economy
M0462,UPVC sewer fitting Coupler 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; coupler,general,economy
M0463,UPVC sewer fitting Reducer 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; reducer,general,economy
M0464,UPVC sewer fitting End cap 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cap,general,economy
M0465,UPVC sewer fitting Cleanout 3 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 3 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cleanout,general,economy
M0466,UPVC sewer fitting Bend 45° 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0467,UPVC sewer fitting Bend 90° 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0468,UPVC sewer fitting Tee 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; tee,general,economy
M0469,UPVC sewer fitting Y-tee 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; ytee,general,economy
M0470,UPVC sewer fitting Coupler 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; coupler,general,economy
M0471,UPVC sewer fitting Reducer 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; reducer,general,economy
M0472,UPVC sewer fitting End cap 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cap,general,economy
M0473,UPVC sewer fitting Cleanout 4 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 4 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cleanout,general,economy
M0474,UPVC sewer fitting Bend 45° 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0475,UPVC sewer fitting Bend 90° 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; bend,general,economy
M0476,UPVC sewer fitting Tee 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; tee,general,economy
M0477,UPVC sewer fitting Y-tee 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; ytee,general,economy
M0478,UPVC sewer fitting Coupler 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; coupler,general,economy
M0479,UPVC sewer fitting Reducer 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; reducer,general,economy
M0480,UPVC sewer fitting End cap 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cap,general,economy
M0481,UPVC sewer fitting Cleanout 6 in,Plumbing (Rough + Final),Plumbing,Fittings,UPVC drainage/sewer fitting for waste lines.,SN4; 6 in,pcs,per_sqft,0.02,standard,,,plumbing,upvc; sewer; cleanout,general,economy
M0482,Electrical wire copper PVC 1.0mm2,Electrical (Rough + Final),Electrical,Wiring,Copper PVC insulated wire for house wiring.,99.9% Cu; 1.0mm2,m,per_sqft,0.25,standard,,,electrical,wire; cable; 1.0mm2,general,economy
M0483,Electrical wire copper PVC 1.5mm2,Electrical (Rough + Final),Electrical,Wiring,Copper PVC insulated wire for house wiring.,99.9% Cu; 1.5mm2,m,per_sqft,0.85,standard,,,electrical,wire; cable; 1.5mm2,general,economy
M0484,Electrical wire copper PVC 2.5mm2,Electrical (Rough + Final),Electrical,Wiring,Copper PVC insulated wire for house wiring.,99.9% Cu; 2.5mm2,m,per_sqft,0.65,standard,,,electrical,wire; cable; 2.5mm2,general,economy
M0485,Electrical wire copper PVC 4.0mm2,Electrical (Rough + Final),Electrical,Wiring,Copper PVC insulated wire for house wiring.,99.9% Cu; 4.0mm2,m,per_sqft,0.22,standard,,,electrical,wire; cable; 4.0mm2,general,economy
M0486,Electrical wire copper PVC 6.0mm2,Electrical (Rough + Final),Electrical,Wiring,Copper PVC insulated wire for house wiring.,99.9% Cu; 6.0mm2,m,per_sqft,0.12,standard,,,electrical,wire; cable; 6.0mm2,general,economy
M0487,Electrical wire copper PVC 10mm2,Electrical (Rough + Final),Electrical,Wiring,Copper PVC insulated wire for house wiring.,99.9% Cu; 10mm2,m,per_sqft,0.06,standard,,,electrical,wire; cable; 10mm2,general,economy
M0488,Distribution board (DB) 4-way,Electrical (Rough + Final),Electrical,Panel,Distribution board for MCBs and circuit distribution.,Single phase; 4 way,pcs,per_house,0.4,standard,,,electrical,db; distribution board,general,economy
M0489,Distribution board (DB) 6-way,Electrical (Rough + Final),Electrical,Panel,Distribution board for MCBs and circuit distribution.,Single phase; 6 way,pcs,per_house,0.4,standard,,,electrical,db; distribution board,general,economy
M0490,Distribution board (DB) 8-way,Electrical (Rough + Final),Electrical,Panel,Distribution board for MCBs and circuit distribution.,Single phase; 8 way,pcs,per_house,1.0,standard,,,electrical,db; distribution board,general,economy
M0491,Distribution board (DB) 10-way,Electrical (Rough + Final),Electrical,Panel,Distribution board for MCBs and circuit distribution.,Single phase; 10 way,pcs,per_house,1.0,standard,,,electrical,db; distribution board,general,economy
M0492,Distribution board (DB) 12-way,Electrical (Rough + Final),Electrical,Panel,Distribution board for MCBs and circuit distribution.,Single phase; 12 way,pcs,per_house,1.0,standard,,,electrical,db; distribution board,general,economy
M0493,Distribution board (DB) 16-way,Electrical (Rough + Final),Electrical,Panel,Distribution board for MCBs and circuit distribution.,Single phase; 16 way,pcs,per_house,1.0,standard,,,electrical,db; distribution board,general,economy
M0494,MCB SP 6A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,SP; 6A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0495,MCB SP 10A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,SP; 10A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0496,MCB SP 16A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,SP; 16A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0497,MCB SP 20A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,SP; 20A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0498,MCB SP 32A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,SP; 32A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0499,MCB DP 32A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,DP; 32A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0500,MCB DP 40A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,DP; 40A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0501,MCB DP 63A,Electrical (Rough + Final),Electrical,Protection,Miniature circuit breaker for circuit protection.,DP; 63A; IEC,pcs,per_sqft,0.006,standard,,,electrical,mcb; breaker,general,economy
M0502,Switch plate 1-gang,Electrical (Rough + Final),Electrical,Accessories,Front plate for switch box.,1 gang,pcs,per_sqft,0.01,standard,,,electrical,plate; faceplate,general,economy
M0503,Switch box 1-gang (GI/PVC),Electrical (Rough + Final),Electrical,Back boxes,Back box for switches and sockets.,1 gang,pcs,per_sqft,0.01,standard,,,electrical,back box; pattii,general,economy
M0504,Switch plate 2-gang,Electrical (Rough + Final),Electrical,Accessories,Front plate for switch box.,2 gang,pcs,per_sqft,0.01,standard,,,electrical,plate; faceplate,general,economy
M0505,Switch box 2-gang (GI/PVC),Electrical (Rough + Final),Electrical,Back boxes,Back box for switches and sockets.,2 gang,pcs,per_sqft,0.01,standard,,,electrical,back box; pattii,general,economy
M0506,Switch plate 3-gang,Electrical (Rough + Final),Electrical,Accessories,Front plate for switch box.,3 gang,pcs,per_sqft,0.01,standard,,,electrical,plate; faceplate,general,economy
M0507,Switch box 3-gang (GI/PVC),Electrical (Rough + Final),Electrical,Back boxes,Back box for switches and sockets.,3 gang,pcs,per_sqft,0.01,standard,,,electrical,back box; pattii,general,economy
M0508,Switch plate 4-gang,Electrical (Rough + Final),Electrical,Accessories,Front plate for switch box.,4 gang,pcs,per_sqft,0.01,standard,,,electrical,plate; faceplate,general,economy
M0509,Switch box 4-gang (GI/PVC),Electrical (Rough + Final),Electrical,Back boxes,Back box for switches and sockets.,4 gang,pcs,per_sqft,0.01,standard,,,electrical,back box; pattii,general,economy
M0510,Switch plate 6-gang,Electrical (Rough + Final),Electrical,Accessories,Front plate for switch box.,6 gang,pcs,per_sqft,0.01,standard,,,electrical,plate; faceplate,general,economy
M0511,Switch box 6-gang (GI/PVC),Electrical (Rough + Final),Electrical,Back boxes,Back box for switches and sockets.,6 gang,pcs,per_sqft,0.01,standard,,,electrical,back box; pattii,general,economy
M0512,Switch plate 8-gang,Electrical (Rough + Final),Electrical,Accessories,Front plate for switch box.,8 gang,pcs,per_sqft,0.01,standard,,,electrical,plate; faceplate,general,economy
M0513,Switch box 8-gang (GI/PVC),Electrical (Rough + Final),Electrical,Back boxes,Back box for switches and sockets.,8 gang,pcs,per_sqft,0.01,standard,,,electrical,back box; pattii,general,economy
M0514,Switch plate 12-gang,Electrical (Rough + Final),Electrical,Accessories,Front plate for switch box.,12 gang,pcs,per_sqft,0.01,standard,,,electrical,plate; faceplate,general,economy
M0515,Switch box 12-gang (GI/PVC),Electrical (Rough + Final),Electrical,Back boxes,Back box for switches and sockets.,12 gang,pcs,per_sqft,0.01,standard,,,electrical,back box; pattii,general,economy
M0516,Cable lug copper 1.5mm2,Electrical (Rough + Final),Electrical,Accessories,Copper lug for terminating cables.,Ring lug; 1.5mm2,pcs,per_sqft,0.02,standard,,,electrical,lug; terminal,general,economy
M0517,Cable lug copper 2.5mm2,Electrical (Rough + Final),Electrical,Accessories,Copper lug for terminating cables.,Ring lug; 2.5mm2,pcs,per_sqft,0.02,standard,,,electrical,lug; terminal,general,economy
M0518,Cable lug copper 4mm2,Electrical (Rough + Final),Electrical,Accessories,Copper lug for terminating cables.,Ring lug; 4mm2,pcs,per_sqft,0.02,standard,,,electrical,lug; terminal,general,economy
M0519,Cable lug copper 6mm2,Electrical (Rough + Final),Electrical,Accessories,Copper lug for terminating cables.,Ring lug; 6mm2,pcs,per_sqft,0.02,standard,,,electrical,lug; terminal,general,economy
M0520,Cable lug copper 10mm2,Electrical (Rough + Final),Electrical,Accessories,Copper lug for terminating cables.,Ring lug; 10mm2,pcs,per_sqft,0.02,standard,,,electrical,lug; terminal,general,economy
M0521,Cable lug copper 16mm2,Electrical (Rough + Final),Electrical,Accessories,Copper lug for terminating cables.,Ring lug; 16mm2,pcs,per_sqft,0.02,standard,,,electrical,lug; terminal,general,economy
M0522,Cable lug copper 25mm2,Electrical (Rough + Final),Electrical,Accessories,Copper lug for terminating cables.,Ring lug; 25mm2,pcs,per_sqft,0.02,standard,,,electrical,lug; terminal,general,economy
M0523,Ceiling fan hook heavy duty,Electrical (Rough + Final),Electrical,Accessories,Hook/anchoring for ceiling fan installation.,MS heavy duty,pcs,per_marla,2.0,standard,,,electrical,fan hook,general,economy
M0524,Nails (common) 1 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Common nails used in shuttering/woodwork/general site tasks.,MS; 1 in,kg,per_sqft,0.0011,standard,,,consumable,nails; keel,general,economy
M0525,Nails (common) 1.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Common nails used in shuttering/woodwork/general site tasks.,MS; 1.5 in,kg,per_sqft,0.0013,standard,,,consumable,nails; keel,general,economy
M0526,Nails (common) 2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Common nails used in shuttering/woodwork/general site tasks.,MS; 2 in,kg,per_sqft,0.0016,standard,,,consumable,nails; keel,general,economy
M0527,Nails (common) 2.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Common nails used in shuttering/woodwork/general site tasks.,MS; 2.5 in,kg,per_sqft,0.0018,standard,,,consumable,nails; keel,general,economy
M0528,Nails (common) 3 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Common nails used in shuttering/woodwork/general site tasks.,MS; 3 in,kg,per_sqft,0.002,standard,,,consumable,nails; keel,general,economy
M0529,Nails (common) 4 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Common nails used in shuttering/woodwork/general site tasks.,MS; 4 in,kg,per_sqft,0.0022,standard,,,consumable,nails; keel,general,economy
M0530,Wood Screw 1/2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",wood screw; 1/2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0531,Wood Screw 1 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",wood screw; 1 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0532,Wood Screw 1.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",wood screw; 1.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0533,Wood Screw 2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",wood screw; 2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0534,Wood Screw 2.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",wood screw; 2.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0535,Wood Screw 3 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",wood screw; 3 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0536,Self-Tapping 1/2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",self-tapping; 1/2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0537,Self-Tapping 1 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",self-tapping; 1 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0538,Self-Tapping 1.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",self-tapping; 1.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0539,Self-Tapping 2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",self-tapping; 2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0540,Self-Tapping 2.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",self-tapping; 2.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0541,Self-Tapping 3 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",self-tapping; 3 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0542,Drywall Screw 1/2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",drywall screw; 1/2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
